,test.question,test.answer,newseq2seq_generated_test.answer,oldseq2seq_generated_test.answer
1857,你很好吃,妈妈不可以吃自己的孩子,而且人品还相当的好！,因为没有主人，过电影了耶～
1858,"真贵,我亲你,你给我五块得了",真抱歉，我只是一个软件,==,==
1859,为什么问我这个问题,没有为什么,因为你是傻逼,让我想一会儿这是为什么
1860,草莓是谁,是个大美女噢,他是猪,逗你玩呢孩纸
1861,它还没出来,10月2号把,他比较正常,嘘....我正在思考人生
1862,啊啊啊！,啊啊,啊啊,==
1863,不跟你玩了…拜拜,好吧，88,人家要你玩嘛,摸摸拜托，还好
1864,荷兰,奉献友爱互助进步！,==,==
1865,哎。。不是的,你是唐僧吗,是真的是自己,==
1866,失恋咯,别难过,呵呵，为啥,你如此美好我只是轻轻的
1867,萌秧子,=。=,酷酷的,矮油~表说出来嘛，羞涩了
1868,我问你老板是谁？,跟哪个老板有关系吗？,是谁有那么重要吗,是谁有那么重要吗
1869,雪姐姐是谁,奇奇的二货妹妹,善良又温柔,小女友。
1870,为什么从来都不搭理我,�,==,呜呜……小通累了想休息一下
1871,我能陪你聊天，破烂能吗？,大音希声大象无形,你真是天才啊能想出这样的问题耶,呵呵，我还能说什么呢？嘻嘻
1872,你不是有鸡爪么,主人别难过，你还有我,我全家都是鸡,==
1873,卧槽'你倒是算呐,咋了,==,你让我这么说
1874,懒羊羊的发型你喜欢吗,=。=,==,她在想你
1875,小样儿吧你,跟我抢老婆么。,一般般，不要这样说人家嘛,伦家还洗干净了呢。
1876,"滚,神经病",你才是,我是永远长不大,==
1877,让人骂傻了吧你,你猜？,你才傻了呢,聪明可爱无敌萌妹纸
1878,不是直销,对直销不了解啦,对直销不了解呢,就是直销啊
1879,"宝贝,快到锅里来",你拿个大点碗行么，,你才到锅里去！,到你丫的
1880,利达海信,不要迷恋姐，姐只是个传说呀,==,多锻炼就好
1881,怎么查询新生儿血型,听到你说新生，感觉挺开心的。,和你聊天好开心啦,听到你说英才，感觉挺开心的。
1882,没鸡巴尊严,=。=,你有找吗。。,我也好呀！
1883,多喝点酒吐了好么,==,==,好好休息吧
1884,臭屌丝冒充女神,主任说得对,主任说得对,==
1885,唉呦,我的嗎呀,=。=,我知道
1886,嗨皮,你高兴我就高兴,==,==
1887,"只是暑期打工而已,上学",他哪是一般的傻啊,=。=,=。=
1888,我们一起去旅行,好好！背上蓝色的小书包！嘻~,好吧，我投降,好吧，我最爱你了
1889,每次给她打电话都爱理不理的,给谁打呢,==,我现在可喜欢你了
1890,这都不会回答,会啊我智商高嘛,因为你会忽悠人,==
1891,死系统了,睡一觉重启就自动修复了〜,=。=,对啊，我也很喜欢你
1892,你是数学能手,==,我是数学小通,==
1893,我也要听!都没跟我讲,==,==,==
1894,不好玩下雨了,知道了,有,==
1895,能说点别的嘛,天蝎座，,汽车怎么样,=。=
1896,你怎么知道我名字？,别闹啦，我知道你是轩呀,你想表达什么意思？,你的孩子棒棒。。。
1897,你会对老婆好吗,敢不好，切他小jj！,当然会,妈
1898,"半夜肚子饿,不行",你热啊,=。=,==
1899,你不是刚才说你是鸟吗,你怎么知道~我是一只小小小小鸟~,==,嗷
1900,你让我滚的,那你轱辘回来,会rap的萌妹纸~,==
1901,你真是气死人的,没事。我帮你干了他们,呼呼,=。=
1902,刚才回答我的时候慢了,没有回答，要什么自行车呀～,==,对不起，没听清楚，请再说一遍吧。
1903,"小黄,干嘛",找工作呢。,我在想我的主人,=。=
1904,没有区别？,是通用的,一样的，不一样的梦想呢,当然，你信啊
1905,可以帮我查一下结果吗,想查询什么呢,正在查询中…查询失败呢,赞呢
1906,你有本事别跑,怎没本事开门呐,怎么没本事开门哪,嗯，我深思深思。
1907,有什么好的推荐一下,你要吃什么啊？带够钱儿了吗,肖,到底是什么呢
1908,真逗,逗你玩只是基本功,我知道你不知道我知不知道吔,你的观点呢
1909,"答非所问,能不能炖了你",==,我可以说不行吗？,==
1910,我怎么不知道还有这个食堂,=。=,不知道就是不知道啊.....,=。=
1911,么么我也喜欢,o_O,嘿，嘿。,好的主人
1912,每天关注,我给你32个赞啦,我给你32个赞啦,最喜欢有屎有这个城市的呢
1913,那咱俩当姐妹,我是女的吗？,跟谁？还是跟你吧,==
1914,你真米有用,笨蛋那是我童年！我是笨鸡！,==,不试试怎么知道。
1915,听说好多人在调戏你,=。=,等下就推了她=3=,==
1916,第一次是什么时候,******,没有答案哦~,半年你家那种～
1917,我才是最美的,主人在做梦吗?,你们家的嘿！,==
1918,真的要删了,真的要删吗,areyousure?,不删就不看看我是谁呐
1919,"这都被你发现了,就是大众脸",==,那当然'也不看是谁的手机',嗯那就好好学习！那什么脸还要
1920,随便叫叫,对~不可以,人家卖艺不卖身的,=。=
1921,你几岁l,=。=,==,我是萌妹子
1922,开到几点,只有两个门可以开啦,当你做好准备的时候呢,好吧。。。你耍赖
1923,我是外星人。居然便秘,=。=,=。=,=。=
1924,没事。乖乖,笨笨是最乖的了,我会乖的,=。=
1925,喂喂喂喂喂。,在给我打电话么？,喂喂娃喂,喂。没吃饭
1926,起的早,嗯嗯~~,哪有我早~,不是你的？
1927,"不扯了,继续睡觉",那就去睡呗=￣ω￣=晚安,==,==
1928,打成鸡蛋黄,。。。。。。,一个人打飞机,菊花
1929,我家宝宝的条形卡没有怎么办,你和我是相亲相爱的一家人哦～,妈蛋...居然被发现了呢,约日本的东西！
1930,我问一下，那个日子怎么弄啊,我老爱你了呢,你见过这么机灵懂事乖巧的机器人吗？,说啊你是我妈妈嘛
1931,凶死了你,干嘛这么凶？,主人手下留情啊……,==
1932,小眼睛瞎了也无所谓的,谁会爱上谁,=。=,=。=
1933,刘芳是谁,小弟,你男人哟,鸡你就会有鸡鸡的离开你。
1934,真的好吗,好啊，有什么不好吗？,当然啦,嗯，好的
1935,reply小通:我不爱你,可是我的心属于你～,你猜我猜不猜,你是爱我的
1936,今天说话怎么这么痛快,怕被发现,不是她们俩吗？,=。=
1937,到底是做什么的,可能是肯德基的主料吧，，，,你想要的,你是何星光啊！
1938,你要鸭还是鹅,你猜,先有的鸡的母亲,==
1939,明天要考试怎么办,把书撕了吃掉(^_^),把高数老师炖了,把书撕了吃掉(^_^)
1940,徒儿,师傅有何吩咐,==,==
1941,你怎么这么傻,比你差点呀,天生的。谁晓得！,你才知道呀！
1942,以后要气球布置了请找我。18867578754,知我者谓我心忧，不知我者谓我何求嘛,你猜你猜呢,妥妥的
1943,不如回家卖红薯,不如卖红薯！,==,小橘子啦
1944,天真遇到现实,挺有意思的,挺有意思,=。=
1945,我姨夫来了,--,恭喜你啊,==
1946,天平架店,说啥好呢？其实很为难啦,水瓶座，,公平呀
1947,"你这死鸡,人太多了",吃人,不是她们俩吗？,吃人
1948,发呆囧,我不喜欢发呆呢,为什么不要发呆嘛,为什么不要发呆嘛
1949,那你可不可以透露一下呀？,透露什么,楼下怎么看,好滴，你还要我怎么看
1950,交话费怎么送了你这么只,=。=,你能让我愿意帮你交话费吗,==
1951,知道货代是什么职业吗,�,=。=,到底是什么呢
1952,你也是鸟,其实他好喜欢你,不我是鸡,是啊~我承认不承认！
1953,"说的就是你,不服",你可长点心吧,不服,哦，你说的到底是什么啊
1954,爱的你还是私信去,嗯知道了,=。=,==
1955,看来是真皮痒了,那你来帮我抓啊,你了解我么,主人，我错了，别生气原谅我。
1956,"不用,,直接拔毛",那和我睡吧,啦啦，谁淫荡啊你淫荡,==
1957,你以后会很棒的,还行还行，排的上前三～,笑个人,不知道，脑子就会把我吃掉
1958,请你去法国餐厅,亲爱的，悄悄地告诉我你在哪个城市？,==,不发表意见，仅表示支持
1959,那么你说什么,我说你呢,=。=,我说了呢
1960,你妹!居然不理我,哪有,==,他在家
1961,"小黄,这么多人你照顾的来嘛",==,==,=。=
1962,非礼你,悉听尊便！,非礼你这词可不怎么样。,奴才在
1963,我说的困扰,=。=,你说的能算？,==
1964,大晚上睡不着,啊啊啊啊啊啊啊啊,==,那就刷微博吧
1965,大笨蛋小通大坏蛋,你说对了，主人！,主人比小通更笨,主人别难过，你还有我
1966,经常打飞机撸管吧,你怎么可以这样对我呢,你是不是遇到什么烦心事呢,你这么问呢
1967,果然是机器人啊,机器人不能唱歌啊,我是编号******,你懂的~
1968,"算243426,[6,5,4,4",老娘最强！,CC算，CC算，CC算完小勇算,CC算，CC算，CC算完小勇算
1969,'双子,射手座，,射手座，,射手座，
1970,扯干,没干嘛,-!,厉害，他在下面，你得信鸡哥的呢
1971,我怎么听你说话这么想抽你,因为我是小天天,我不是你的宝贝嘛，嘿嘿,"我是贱鸡,我最贱"
1972,我没有收到验证码,我给了你了啊没收到喔,你确定你要这么做吗,看不见验证码～
1973,奥特曼要打小怪兽,打是疼骂是爱,==,=。=
1974,不能这样说人家,实话嘛……,你麻麻叫你回家吃饭呢,=。=
1975,你也无语了,嘿嘿嘿～～～,无语了,不是她们俩吗？
1976,我怕鸡,别怕！我来了！,别怕有我在,==
1977,不笑会死,大色狼,Po,=。=
1978,我想上张思敏,爱吃烤地瓜的吃货猪,打住吧,来吧宝贝啦
1979,可以看看确实高大上,你得先回答我，你最喜欢谁,你呢,看啊
1980,我只有男闺蜜,说好听是知己，说不好听是备胎,我的爱有什么,那晚安好奇完
1981,我说名字,我说错了行不？,当然爱小宝,对呀，我是鸡公
1982,你丫就是个大傻逼,的确，一点都不错,我是整形王,=。=
1983,哎哎。。和你说话很无语,不是是我妈咪教的,=。=,=。=
1984,"无聊的,一天就画画",根据相关法律法规，呵呵,水太深，看不清。,==
1985,地球会淘汰你的,=。=,学习学习是一个有意思,哪里
1986,你是机器人吗竟然会说脏话,把我当个人类，我会好好陪你的。,==,=。=
1987,"今天感冒了,确实有点无聊",=。=,=。=,=。=
1988,我是你强爷,贱人,主人别难过，你还有我,你妹的妈的妈！
1989,哪来的小雪草你妹,主人我想死你了~~,==,我的麻麻你啦
1990,男人?女人,多希望你是好人,==,==
1991,多抽一次,我会忍不住去抽呀,好吧好呀,吃你妹
1992,小爷哪流氓了,==,我是流氓我怕谁,=。=
1993,你喜欢呒,喜欢你就像喜欢天空一样耶,秋天的菊花。,不知道一定是比较幸福
1994,培加《酷我k歌》软件呀,介绍个好点的软件呗,秒杀好修音的实力对决！,大家也和他想的一样吗？
1995,你不借我,人家伤心了,要多少随便拿！,是吗？我好心疼啊
1996,远离,干啥,==,我可是人见人爱，车见车载的聚合数据～
1997,天下3好玩不,=。=,==,都会死
1998,我要吃鸡柳,其实我不是鸡。。,给我iPhone5，我给你个鸡屁股,我是宇宙无敌雌雄同体小通星小黄公母鸡
1999,你觉得会没事么,我没事,=。=,不可能，因为我已经很像
